geometry,centroid,mugs,cens,club,hood
"POLYGON ((-58.3744181534882 -34.63863611226308, -58.3744181534882 -34.6408580130263, -58.37687285016168 -34.6408580130263, -58.37687285016168 -34.63863611226308, -58.3744181534882 -34.63863611226308))",POINT (-58.37564550182494 -34.63974706264468),12,0,0,BARRACAS
"POLYGON ((-58.37196345681472 -34.63863611226308, -58.37196345681472 -34.6408580130263, -58.3744181534882 -34.6408580130263, -58.3744181534882 -34.63863611226308, -58.37196345681472 -34.63863611226308))",POINT (-58.37319080515147 -34.63974706264468),4,0,0,BARRACAS
"POLYGON ((-58.36950876014124 -34.63863611226308, -58.36950876014124 -34.6408580130263, -58.37196345681472 -34.6408580130263, -58.37196345681472 -34.63863611226308, -58.36950876014124 -34.63863611226308))",POINT (-58.37073610847798 -34.63974706264468),4,0,0,BARRACAS
"POLYGON ((-58.36705406346776 -34.63863611226308, -58.36705406346776 -34.6408580130263, -58.36950876014124 -34.6408580130263, -58.36950876014124 -34.63863611226308, -58.36705406346776 -34.63863611226308))",POINT (-58.3682814118045 -34.63974706264468),1,0,0,BOCA
"POLYGON ((-58.36459936679427 -34.63863611226308, -58.36459936679427 -34.6408580130263, -58.36705406346776 -34.6408580130263, -58.36705406346776 -34.63863611226308, -58.36459936679427 -34.63863611226308))",POINT (-58.36582671513102 -34.63974706264468),10,0,0,BOCA
"POLYGON ((-58.36214467012079 -34.63863611226308, -58.36214467012079 -34.6408580130263, -58.36459936679427 -34.6408580130263, -58.36459936679427 -34.63863611226308, -58.36214467012079 -34.63863611226308))",POINT (-58.36337201845753 -34.63974706264468),5,0,0,BOCA
"POLYGON ((-58.52660934724403 -34.6408580130263, -58.52660934724403 -34.64307991378951, -58.52906404391751 -34.64307991378951, -58.52906404391751 -34.6408580130263, -58.52660934724403 -34.6408580130263))",POINT (-58.52783669558077 -34.6419689634079),12,0,0,LINIERS
"POLYGON ((-58.52415465057055 -34.6408580130263, -58.52415465057055 -34.64307991378951, -58.52660934724403 -34.64307991378951, -58.52660934724403 -34.6408580130263, -58.52415465057055 -34.6408580130263))",POINT (-58.52538199890729 -34.6419689634079),3,0,1,LINIERS
"POLYGON ((-58.52169995389707 -34.6408580130263, -58.52169995389707 -34.64307991378951, -58.52415465057055 -34.64307991378951, -58.52415465057055 -34.6408580130263, -58.52169995389707 -34.6408580130263))",POINT (-58.5229273022338 -34.6419689634079),3,0,1,LINIERS
"POLYGON ((-58.51924525722359 -34.6408580130263, -58.51924525722359 -34.64307991378951, -58.52169995389707 -34.64307991378951, -58.52169995389707 -34.6408580130263, -58.51924525722359 -34.6408580130263))",POINT (-58.52047260556033 -34.6419689634079),1,0,1,LINIERS
"POLYGON ((-58.51679056055011 -34.6408580130263, -58.51679056055011 -34.64307991378951, -58.51924525722359 -34.64307991378951, -58.51924525722359 -34.6408580130263, -58.51679056055011 -34.6408580130263))",POINT (-58.51801790888684 -34.6419689634079),2,0,1,LINIERS
"POLYGON ((-58.51433586387663 -34.6408580130263, -58.51433586387663 -34.64307991378951, -58.51679056055011 -34.64307991378951, -58.51679056055011 -34.6408580130263, -58.51433586387663 -34.6408580130263))",POINT (-58.51556321221337 -34.6419689634079),3,0,1,LINIERS
"POLYGON ((-58.51188116720315 -34.6408580130263, -58.51188116720315 -34.64307991378951, -58.51433586387663 -34.64307991378951, -58.51433586387663 -34.6408580130263, -58.51188116720315 -34.6408580130263))",POINT (-58.5131085155399 -34.6419689634079),3,0,1,LINIERS
"POLYGON ((-58.50942647052967 -34.6408580130263, -58.50942647052967 -34.64307991378951, -58.51188116720315 -34.64307991378951, -58.51188116720315 -34.6408580130263, -58.50942647052967 -34.6408580130263))",POINT (-58.51065381886641 -34.6419689634079),3,0,1,LINIERS
"POLYGON ((-58.50697177385619 -34.6408580130263, -58.50697177385619 -34.64307991378951, -58.50942647052967 -34.64307991378951, -58.50942647052967 -34.6408580130263, -58.50697177385619 -34.6408580130263))",POINT (-58.50819912219293 -34.6419689634079),6,0,0,LINIERS
"POLYGON ((-58.5045170771827 -34.6408580130263, -58.5045170771827 -34.64307991378951, -58.50697177385619 -34.64307991378951, -58.50697177385619 -34.6408580130263, -58.5045170771827 -34.6408580130263))",POINT (-58.50574442551945 -34.6419689634079),3,0,0,VILLA LURO
"POLYGON ((-58.50206238050922 -34.6408580130263, -58.50206238050922 -34.64307991378951, -58.5045170771827 -34.64307991378951, -58.5045170771827 -34.6408580130263, -58.50206238050922 -34.6408580130263))",POINT (-58.50328972884596 -34.6419689634079),2,0,0,VILLA LURO
"POLYGON ((-58.49960768383574 -34.6408580130263, -58.49960768383574 -34.64307991378951, -58.50206238050922 -34.64307991378951, -58.50206238050922 -34.6408580130263, -58.49960768383574 -34.6408580130263))",POINT (-58.50083503217249 -34.6419689634079),5,0,0,VILLA LURO
"POLYGON ((-58.49715298716226 -34.6408580130263, -58.49715298716226 -34.64307991378951, -58.49960768383574 -34.64307991378951, -58.49960768383574 -34.6408580130263, -58.49715298716226 -34.6408580130263))",POINT (-58.498380335499 -34.6419689634079),4,0,0,VILLA LURO
"POLYGON ((-58.49469829048878 -34.6408580130263, -58.49469829048878 -34.64307991378951, -58.49715298716226 -34.64307991378951, -58.49715298716226 -34.6408580130263, -58.49469829048878 -34.6408580130263))",POINT (-58.49592563882552 -34.6419689634079),3,0,0,VILLA LURO
"POLYGON ((-58.4922435938153 -34.6408580130263, -58.4922435938153 -34.64307991378951, -58.49469829048878 -34.64307991378951, -58.49469829048878 -34.6408580130263, -58.4922435938153 -34.6408580130263))",POINT (-58.49347094215204 -34.6419689634079),3,0,0,VILLA LURO
"POLYGON ((-58.48978889714181 -34.6408580130263, -58.48978889714181 -34.64307991378951, -58.4922435938153 -34.64307991378951, -58.4922435938153 -34.6408580130263, -58.48978889714181 -34.6408580130263))",POINT (-58.49101624547855 -34.6419689634079),1,0,0,VILLA LURO
"POLYGON ((-58.48733420046833 -34.6408580130263, -58.48733420046833 -34.64307991378951, -58.48978889714181 -34.64307991378951, -58.48978889714181 -34.6408580130263, -58.48733420046833 -34.6408580130263))",POINT (-58.48856154880507 -34.6419689634079),3,0,0,PARQUE AVELLANEDA
"POLYGON ((-58.48487950379485 -34.6408580130263, -58.48487950379485 -34.64307991378951, -58.48733420046833 -34.64307991378951, -58.48733420046833 -34.6408580130263, -58.48487950379485 -34.6408580130263))",POINT (-58.4861068521316 -34.6419689634079),4,0,0,PARQUE AVELLANEDA
"POLYGON ((-58.48242480712138 -34.6408580130263, -58.48242480712138 -34.64307991378951, -58.48487950379485 -34.64307991378951, -58.48487950379485 -34.6408580130263, -58.48242480712138 -34.6408580130263))",POINT (-58.48365215545811 -34.6419689634079),4,0,0,PARQUE AVELLANEDA
"POLYGON ((-58.47997011044789 -34.6408580130263, -58.47997011044789 -34.64307991378951, -58.48242480712138 -34.64307991378951, -58.48242480712138 -34.6408580130263, -58.47997011044789 -34.6408580130263))",POINT (-58.48119745878464 -34.6419689634079),1,0,0,PARQUE AVELLANEDA
"POLYGON ((-58.47751541377441 -34.6408580130263, -58.47751541377441 -34.64307991378951, -58.47997011044789 -34.64307991378951, -58.47997011044789 -34.6408580130263, -58.47751541377441 -34.6408580130263))",POINT (-58.47874276211116 -34.6419689634079),2,0,0,PARQUE AVELLANEDA
"POLYGON ((-58.47506071710093 -34.6408580130263, -58.47506071710093 -34.64307991378951, -58.47751541377441 -34.64307991378951, -58.47751541377441 -34.6408580130263, -58.47506071710093 -34.6408580130263))",POINT (-58.47628806543767 -34.6419689634079),3,0,0,PARQUE AVELLANEDA
"POLYGON ((-58.47260602042745 -34.6408580130263, -58.47260602042745 -34.64307991378951, -58.47506071710093 -34.64307991378951, -58.47506071710093 -34.6408580130263, -58.47260602042745 -34.6408580130263))",POINT (-58.47383336876419 -34.6419689634079),2,0,0,PARQUE AVELLANEDA
"POLYGON ((-58.47015132375397 -34.6408580130263, -58.47015132375397 -34.64307991378951, -58.47260602042745 -34.64307991378951, -58.47260602042745 -34.6408580130263, -58.47015132375397 -34.6408580130263))",POINT (-58.47137867209072 -34.6419689634079),3,0,0,PARQUE AVELLANEDA
"POLYGON ((-58.46769662708049 -34.6408580130263, -58.46769662708049 -34.64307991378951, -58.47015132375397 -34.64307991378951, -58.47015132375397 -34.6408580130263, -58.46769662708049 -34.6408580130263))",POINT (-58.46892397541723 -34.6419689634079),4,0,0,PARQUE AVELLANEDA
"POLYGON ((-58.465241930407 -34.6408580130263, -58.465241930407 -34.64307991378951, -58.46769662708049 -34.64307991378951, -58.46769662708049 -34.6408580130263, -58.465241930407 -34.6408580130263))",POINT (-58.46646927874375 -34.6419689634079),3,0,0,FLORES
"POLYGON ((-58.46278723373352 -34.6408580130263, -58.46278723373352 -34.64307991378951, -58.465241930407 -34.64307991378951, -58.465241930407 -34.6408580130263, -58.46278723373352 -34.6408580130263))",POINT (-58.46401458207026 -34.6419689634079),6,0,0,FLORES
"POLYGON ((-58.46033253706004 -34.6408580130263, -58.46033253706004 -34.64307991378951, -58.46278723373352 -34.64307991378951, -58.46278723373352 -34.6408580130263, -58.46033253706004 -34.6408580130263))",POINT (-58.46155988539678 -34.6419689634079),10,0,0,FLORES
"POLYGON ((-58.45787784038656 -34.6408580130263, -58.45787784038656 -34.64307991378951, -58.46033253706004 -34.64307991378951, -58.46033253706004 -34.6408580130263, -58.45787784038656 -34.6408580130263))",POINT (-58.4591051887233 -34.6419689634079),4,0,0,FLORES
"POLYGON ((-58.45542314371308 -34.6408580130263, -58.45542314371308 -34.64307991378951, -58.45787784038656 -34.64307991378951, -58.45787784038656 -34.6408580130263, -58.45542314371308 -34.6408580130263))",POINT (-58.45665049204981 -34.6419689634079),5,0,0,FLORES
"POLYGON ((-58.45296844703959 -34.6408580130263, -58.45296844703959 -34.64307991378951, -58.45542314371308 -34.64307991378951, -58.45542314371308 -34.6408580130263, -58.45296844703959 -34.6408580130263))",POINT (-58.45419579537634 -34.6419689634079),8,0,0,FLORES
"POLYGON ((-58.45051375036611 -34.6408580130263, -58.45051375036611 -34.64307991378951, -58.45296844703959 -34.64307991378951, -58.45296844703959 -34.6408580130263, -58.45051375036611 -34.6408580130263))",POINT (-58.45174109870285 -34.6419689634079),4,0,0,FLORES
"POLYGON ((-58.44805905369264 -34.6408580130263, -58.44805905369264 -34.64307991378951, -58.45051375036611 -34.64307991378951, -58.45051375036611 -34.6408580130263, -58.44805905369264 -34.6408580130263))",POINT (-58.44928640202937 -34.6419689634079),3,0,0,FLORES
"POLYGON ((-58.44560435701916 -34.6408580130263, -58.44560435701916 -34.64307991378951, -58.44805905369264 -34.64307991378951, -58.44805905369264 -34.6408580130263, -58.44560435701916 -34.6408580130263))",POINT (-58.4468317053559 -34.6419689634079),2,0,0,FLORES
"POLYGON ((-58.44314966034568 -34.6408580130263, -58.44314966034568 -34.64307991378951, -58.44560435701916 -34.64307991378951, -58.44560435701916 -34.6408580130263, -58.44314966034568 -34.6408580130263))",POINT (-58.44437700868241 -34.6419689634079),16,0,0,PARQUE CHACABUCO
"POLYGON ((-58.44069496367219 -34.6408580130263, -58.44069496367219 -34.64307991378951, -58.44314966034568 -34.64307991378951, -58.44314966034568 -34.6408580130263, -58.44069496367219 -34.6408580130263))",POINT (-58.44192231200893 -34.6419689634079),7,0,0,PARQUE CHACABUCO
"POLYGON ((-58.43824026699871 -34.6408580130263, -58.43824026699871 -34.64307991378951, -58.44069496367219 -34.64307991378951, -58.44069496367219 -34.6408580130263, -58.43824026699871 -34.6408580130263))",POINT (-58.43946761533545 -34.6419689634079),6,0,0,PARQUE CHACABUCO
"POLYGON ((-58.43578557032523 -34.6408580130263, -58.43578557032523 -34.64307991378951, -58.43824026699871 -34.64307991378951, -58.43824026699871 -34.6408580130263, -58.43578557032523 -34.6408580130263))",POINT (-58.43701291866196 -34.6419689634079),6,0,0,PARQUE CHACABUCO
"POLYGON ((-58.43333087365175 -34.6408580130263, -58.43333087365175 -34.64307991378951, -58.43578557032523 -34.64307991378951, -58.43578557032523 -34.6408580130263, -58.43333087365175 -34.6408580130263))",POINT (-58.43455822198849 -34.6419689634079),4,0,0,PARQUE CHACABUCO
"POLYGON ((-58.43087617697827 -34.6408580130263, -58.43087617697827 -34.64307991378951, -58.43333087365175 -34.64307991378951, -58.43333087365175 -34.6408580130263, -58.43087617697827 -34.6408580130263))",POINT (-58.432103525315 -34.6419689634079),9,0,0,NUEVA POMPEYA
"POLYGON ((-58.42842148030478 -34.6408580130263, -58.42842148030478 -34.64307991378951, -58.43087617697827 -34.64307991378951, -58.43087617697827 -34.6408580130263, -58.42842148030478 -34.6408580130263))",POINT (-58.42964882864153 -34.6419689634079),5,0,0,NUEVA POMPEYA
"POLYGON ((-58.4259667836313 -34.6408580130263, -58.4259667836313 -34.64307991378951, -58.42842148030478 -34.64307991378951, -58.42842148030478 -34.6408580130263, -58.4259667836313 -34.6408580130263))",POINT (-58.42719413196804 -34.6419689634079),2,0,0,NUEVA POMPEYA
"POLYGON ((-58.42351208695782 -34.6408580130263, -58.42351208695782 -34.64307991378951, -58.4259667836313 -34.64307991378951, -58.4259667836313 -34.6408580130263, -58.42351208695782 -34.6408580130263))",POINT (-58.42473943529455 -34.6419689634079),3,0,0,NUEVA POMPEYA
"POLYGON ((-58.42105739028434 -34.6408580130263, -58.42105739028434 -34.64307991378951, -58.42351208695782 -34.64307991378951, -58.42351208695782 -34.6408580130263, -58.42105739028434 -34.6408580130263))",POINT (-58.42228473862108 -34.6419689634079),8,0,1,NUEVA POMPEYA
"POLYGON ((-58.41860269361086 -34.6408580130263, -58.41860269361086 -34.64307991378951, -58.42105739028434 -34.64307991378951, -58.42105739028434 -34.6408580130263, -58.41860269361086 -34.6408580130263))",POINT (-58.41983004194759 -34.6419689634079),7,0,1,NUEVA POMPEYA
"POLYGON ((-58.41614799693738 -34.6408580130263, -58.41614799693738 -34.64307991378951, -58.41860269361086 -34.64307991378951, -58.41860269361086 -34.6408580130263, -58.41614799693738 -34.6408580130263))",POINT (-58.41737534527412 -34.6419689634079),3,0,1,NUEVA POMPEYA
"POLYGON ((-58.4136933002639 -34.6408580130263, -58.4136933002639 -34.64307991378951, -58.41614799693738 -34.64307991378951, -58.41614799693738 -34.6408580130263, -58.4136933002639 -34.6408580130263))",POINT (-58.41492064860063 -34.6419689634079),2,0,1,NUEVA POMPEYA
"POLYGON ((-58.41123860359042 -34.6408580130263, -58.41123860359042 -34.64307991378951, -58.4136933002639 -34.64307991378951, -58.4136933002639 -34.6408580130263, -58.41123860359042 -34.6408580130263))",POINT (-58.41246595192716 -34.6419689634079),5,0,1,PARQUE PATRICIOS
"POLYGON ((-58.40878390691694 -34.6408580130263, -58.40878390691694 -34.64307991378951, -58.41123860359042 -34.64307991378951, -58.41123860359042 -34.6408580130263, -58.40878390691694 -34.6408580130263))",POINT (-58.41001125525368 -34.6419689634079),3,0,1,PARQUE PATRICIOS
"POLYGON ((-58.40632921024346 -34.6408580130263, -58.40632921024346 -34.64307991378951, -58.40878390691694 -34.64307991378951, -58.40878390691694 -34.6408580130263, -58.40632921024346 -34.6408580130263))",POINT (-58.4075565585802 -34.6419689634079),0,1,0,PARQUE PATRICIOS
"POLYGON ((-58.40387451356997 -34.6408580130263, -58.40387451356997 -34.64307991378951, -58.40632921024346 -34.64307991378951, -58.40632921024346 -34.6408580130263, -58.40387451356997 -34.6408580130263))",POINT (-58.40510186190672 -34.6419689634079),5,0,0,PARQUE PATRICIOS
"POLYGON ((-58.40141981689649 -34.6408580130263, -58.40141981689649 -34.64307991378951, -58.40387451356997 -34.64307991378951, -58.40387451356997 -34.6408580130263, -58.40141981689649 -34.6408580130263))",POINT (-58.40264716523324 -34.6419689634079),4,0,0,PARQUE PATRICIOS
"POLYGON ((-58.39896512022301 -34.6408580130263, -58.39896512022301 -34.64307991378951, -58.40141981689649 -34.64307991378951, -58.40141981689649 -34.6408580130263, -58.39896512022301 -34.6408580130263))",POINT (-58.40019246855975 -34.6419689634079),1,0,0,PARQUE PATRICIOS
"POLYGON ((-58.39651042354953 -34.6408580130263, -58.39651042354953 -34.64307991378951, -58.39896512022301 -34.64307991378951, -58.39896512022301 -34.6408580130263, -58.39651042354953 -34.6408580130263))",POINT (-58.39773777188626 -34.6419689634079),4,0,0,PARQUE PATRICIOS
"POLYGON ((-58.39405572687605 -34.6408580130263, -58.39405572687605 -34.64307991378951, -58.39651042354953 -34.64307991378951, -58.39651042354953 -34.6408580130263, -58.39405572687605 -34.6408580130263))",POINT (-58.3952830752128 -34.6419689634079),0,1,0,PARQUE PATRICIOS
"POLYGON ((-58.39160103020257 -34.6408580130263, -58.39160103020257 -34.64307991378951, -58.39405572687605 -34.64307991378951, -58.39405572687605 -34.6408580130263, -58.39160103020257 -34.6408580130263))",POINT (-58.39282837853931 -34.6419689634079),0,1,0,PARQUE PATRICIOS
"POLYGON ((-58.38914633352908 -34.6408580130263, -58.38914633352908 -34.64307991378951, -58.39160103020257 -34.64307991378951, -58.39160103020257 -34.6408580130263, -58.38914633352908 -34.6408580130263))",POINT (-58.39037368186582 -34.6419689634079),0,1,0,BARRACAS
"POLYGON ((-58.3866916368556 -34.6408580130263, -58.3866916368556 -34.64307991378951, -58.38914633352908 -34.64307991378951, -58.38914633352908 -34.6408580130263, -58.3866916368556 -34.6408580130263))",POINT (-58.38791898519234 -34.6419689634079),2,0,0,BARRACAS
"POLYGON ((-58.38423694018212 -34.6408580130263, -58.38423694018212 -34.64307991378951, -58.3866916368556 -34.64307991378951, -58.3866916368556 -34.6408580130263, -58.38423694018212 -34.6408580130263))",POINT (-58.38546428851886 -34.6419689634079),0,1,0,BARRACAS
"POLYGON ((-58.38178224350865 -34.6408580130263, -58.38178224350865 -34.64307991378951, -58.38423694018212 -34.64307991378951, -58.38423694018212 -34.6408580130263, -58.38178224350865 -34.6408580130263))",POINT (-58.38300959184538 -34.6419689634079),0,1,0,BARRACAS
